,date,symbol,open,high,low,close,volume btc,volume,sma10,sma22,ln
57,2015-01-27,BTCUSD,270.0,278.47,244.03,262.69,1647.55,432840.93,246.12900000000008,266.62454545454545,5.629314120210387
58,2015-01-28,BTCUSD,262.69,265.99,228.5,236.14,5160.3,1272214.28,254.32800000000006,263.26045454545454,5.583462469821272
59,2015-01-29,BTCUSD,236.14,242.0,221.14,234.52,6661.74,1555210.37,255.97700000000003,258.8059090909091,5.488941418308051
60,2015-01-30,BTCUSD,234.52,244.59,227.89,232.55,5699.69,1333424.96,257.88500000000005,253.55999999999997,5.499587038655099
61,2015-01-31,BTCUSD,232.55,234.67,217.11,219.0,5569.26,1273921.59,258.80100000000004,251.0909090909091,5.458183943396769
62,2015-02-01,BTCUSD,219.0,233.79,210.0,227.0,7401.43,1640635.74,256.40700000000004,248.5818181818182,5.454426945458689
63,2015-02-02,BTCUSD,227.0,240.1,220.89,237.79,7156.24,1630984.85,256.91700000000003,246.3595454545455,5.48105919007657
64,2015-02-03,BTCUSD,237.79,243.9,225.32,228.31,8565.02,2029168.44,256.249,244.31000000000003,5.496762002633775
65,2015-02-04,BTCUSD,228.31,230.99,221.5,226.5,9103.19,2058675.85,253.72200000000004,241.6736363636364,5.442378080371871
66,2015-02-05,BTCUSD,226.5,228.9,215.0,216.0,7522.28,1663849.23,244.34,240.26000000000002,5.433288881675055
67,2015-02-06,BTCUSD,216.0,226.64,216.0,222.82,5638.26,1247408.29,239.157,240.38000000000002,5.4233665035644805
68,2015-02-07,BTCUSD,222.82,230.5,222.44,228.7,4220.38,957152.99,235.608,240.60727272727274,5.4402545218386935
69,2015-02-08,BTCUSD,228.7,231.6,220.0,224.16,4253.06,958535.01,234.56799999999998,241.58909090909094,5.445015408303254
70,2015-02-09,BTCUSD,224.16,225.0,216.45,222.19,6525.33,1442999.31,232.60899999999998,243.45272727272732,5.416104045361527
71,2015-02-10,BTCUSD,222.19,222.64,215.0,220.84,5450.37,1193027.11,231.40599999999995,243.32227272727278,5.405559753282096
72,2015-02-11,BTCUSD,220.84,223.61,217.46,220.02,8877.19,1964602.47,230.38799999999998,243.2359090909091,5.40990710198877
73,2015-02-12,BTCUSD,220.02,224.61,218.0,222.45,7850.44,1733740.77,228.839,243.195,5.414369206900866
74,2015-02-13,BTCUSD,222.45,242.36,221.55,236.65,15260.16,3572659.33,228.685,242.4963636363636,5.4904279172280495
75,2015-02-14,BTCUSD,236.65,259.98,236.08,257.48,14942.09,3713770.11,231.58399999999997,243.63181818181818,5.560608445338257
76,2015-02-15,BTCUSD,257.48,267.86,228.0,234.0,17339.11,4288626.87,235.47999999999996,244.4172727272727,5.590468216402617
77,2015-02-16,BTCUSD,234.0,241.0,229.6,236.82,10342.88,2433600.57,236.916,243.72363636363633,5.484800622856701
78,2015-02-17,BTCUSD,236.82,248.0,233.0,244.0,16360.49,3936010.98,238.666,240.32727272727269,5.513432454790308
79,2015-02-18,BTCUSD,244.0,246.0,231.93,235.91,13453.31,3226055.9,240.106,238.85136363636357,5.505335239111075
80,2015-02-19,BTCUSD,235.91,245.0,235.58,242.42,9123.0,2185101.18,242.106,237.89727272727268,5.501261910983504
81,2015-02-20,BTCUSD,242.42,248.32,239.99,245.89,9809.26,2394824.82,244.67400000000004,238.1845454545454,5.51472194648756
82,2015-02-21,BTCUSD,245.54,248.12,244.0,245.86,4106.15,1008277.92,247.125,238.3449999999999,5.513916209055641
83,2015-02-22,BTCUSD,245.86,247.48,234.01,236.72,8311.73,1998887.5,249.41199999999998,238.92727272727262,5.5113334778762315
84,2015-02-23,BTCUSD,236.72,240.97,232.0,239.69,9684.99,2300665.03,249.27299999999997,239.25363636363628,5.484676133696719
85,2015-02-24,BTCUSD,239.49,241.21,235.51,240.13,4506.86,1078384.78,247.39599999999996,239.3040909090908,5.485671613315353
86,2015-02-25,BTCUSD,239.78,240.99,235.44,238.45,4165.15,994000.29,244.70899999999992,239.17181818181808,5.484759128191966
87,2015-02-26,BTCUSD,238.45,238.46,234.33,237.1,6798.2,1610969.07,244.45499999999993,239.51136363636354,5.474205263617035
88,2015-02-27,BTCUSD,237.1,259.0,236.29,255.96,20540.96,5167883.69,245.55499999999992,240.8795454545454,5.556831799517551
89,2015-02-28,BTCUSD,255.96,256.97,250.0,255.51,5433.11,1377009.18,246.65199999999996,242.25818181818175,5.5489630790891535
90,2015-03-01,BTCUSD,255.59,259.97,246.3,258.78,4967.35,1255486.27,248.14899999999997,243.5977272727272,5.5605699800753365
91,2015-03-02,BTCUSD,260.35,275.0,258.21,274.93,10027.14,2668681.1,250.81699999999995,245.57045454545448,5.616774875805458
92,2015-03-03,BTCUSD,274.93,289.5,267.07,282.42,19087.01,5293946.81,254.95499999999998,248.50227272727264,5.668159109715681
93,2015-03-04,BTCUSD,282.42,287.0,267.39,273.56,15023.6,4196751.75,258.907,251.4277272727272,5.659486022628277
94,2015-03-05,BTCUSD,273.56,281.09,262.49,277.12,11641.75,3159376.26,262.919,254.04045454545448,5.63867869562361
95,2015-03-06,BTCUSD,277.12,280.0,269.12,273.91,9963.67,2731783.63,266.798,256.55818181818177,5.634793393428341
96,2015-03-07,BTCUSD,273.91,279.44,270.55,276.33,6326.64,1738033.44,270.643,258.2436363636363,5.632791389411015
97,2015-03-08,BTCUSD,276.33,278.97,270.29,274.82,5080.38,1400160.54,274.69399999999996,259.10681818181814,5.6311080369383415
98,2015-03-09,BTCUSD,274.82,294.42,274.82,290.23,13596.15,3873262.35,278.236,260.3140909090909,5.685011143368064
99,2015-03-10,BTCUSD,290.23,299.48,288.96,292.56,16279.83,4810757.15,282.48699999999997,262.9722727272727,5.702051472862906
100,2015-03-11,BTCUSD,292.56,297.8,290.51,296.63,9836.17,2898112.52,286.27,265.23590909090905,5.696425951966308
101,2015-03-12,BTCUSD,296.63,298.9,291.87,296.11,9501.1,2809005.49,288.65999999999997,267.64045454545453,5.70011290348633
102,2015-03-13,BTCUSD,296.11,296.52,284.86,287.0,11720.92,3409733.15,289.36199999999997,269.9822727272727,5.692118498607498
103,2015-03-14,BTCUSD,287.0,289.0,280.86,284.29,7278.62,2075249.82,289.562,271.8313636363636,5.666430499652309
104,2015-03-15,BTCUSD,284.29,289.24,282.5,287.46,4422.23,1266481.41,290.37699999999995,273.7004545454545,5.6672606054050005
105,2015-03-16,BTCUSD,287.46,294.99,287.02,292.03,8819.7,2579819.45,291.8759999999999,275.85999999999996,5.6869452827993765
106,2015-03-17,BTCUSD,292.03,293.69,284.01,286.87,7724.07,2239769.56,293.30099999999993,278.2563636363636,5.682528611644576
107,2015-03-18,BTCUSD,286.87,287.05,250.0,258.51,18277.12,4930769.11,294.1089999999999,280.3399999999999,5.659660223599478
108,2015-03-19,BTCUSD,258.51,266.8,249.2,263.28,16096.79,4166409.24,291.3469999999999,281.51318181818175,5.586503071817943
109,2015-03-20,BTCUSD,263.28,267.42,259.31,263.71,7552.27,1988780.89,288.14099999999996,282.82954545454544,5.588824215524318
110,2015-03-21,BTCUSD,263.71,264.04,256.66,261.83,6090.47,1591138.39,284.76499999999993,283.0586363636363,5.576104357602322
111,2015-03-22,BTCUSD,261.83,271.27,259.71,270.0,5754.06,1521539.9,282.0019999999999,283.7086363636363,5.6031184038082635
112,2015-03-23,BTCUSD,270.0,273.99,260.81,265.61,13043.94,3491471.94,279.7489999999999,284.345909090909,5.613095385035564
113,2015-03-24,BTCUSD,265.61,268.51,244.86,248.81,16427.45,4148385.16,277.69999999999993,284.050909090909,5.59289191927719
114,2015-03-25,BTCUSD,248.81,249.99,234.51,247.0,12393.11,3041663.8,273.7749999999999,282.2549999999999,5.5214246310635104
115,2015-03-26,BTCUSD,247.0,254.9,244.92,250.16,10837.76,2716899.4,269.76599999999996,280.795909090909,5.540875038466724
116,2015-03-27,BTCUSD,250.16,250.99,246.44,248.68,8364.84,2081620.68,265.4959999999999,279.42772727272717,5.525416814387313
117,2015-03-28,BTCUSD,248.68,254.99,247.63,253.47,6096.03,1535147.5,262.28999999999985,278.29090909090894,5.54122805602531
118,2015-03-29,BTCUSD,253.47,254.0,241.0,243.58,8413.7,2070762.11,261.0099999999999,277.13454545454533,5.537337991723987
119,2015-03-30,BTCUSD,243.58,250.06,237.94,248.59,10852.73,2670993.74,259.27399999999983,275.8204545454544,5.521704603256463
120,2015-03-31,BTCUSD,248.59,249.98,242.87,245.26,8179.65,2013716.0,257.8679999999998,273.8004545454544,5.521384628636453
121,2015-04-01,BTCUSD,245.26,248.22,241.07,247.25,9529.31,2333725.21,255.56299999999982,271.47045454545446,5.514319158923145
122,2015-04-02,BTCUSD,247.25,255.24,245.8,254.48,9077.69,2270713.89,253.68799999999982,269.53590909090894,5.542208006981426
123,2015-04-03,BTCUSD,254.48,257.43,252.59,255.68,7141.43,1820711.88,252.57999999999979,267.650909090909,5.550751572215272
124,2015-04-04,BTCUSD,255.68,256.6,251.26,254.87,3990.58,1012944.38,253.24099999999976,265.83636363636356,5.547522183737411
125,2015-04-05,BTCUSD,254.87,262.0,252.06,261.46,5171.58,1329021.02,253.95099999999974,264.6090909090908,5.568348249325681
126,2015-04-06,BTCUSD,261.46,263.0,255.0,257.57,7405.23,1919695.66,255.15199999999976,263.41636363636354,5.572157780304841
127,2015-04-07,BTCUSD,257.57,258.11,253.45,255.67,7307.56,1869620.76,255.4639999999998,261.7399999999999,5.553389586149219
128,2015-04-08,BTCUSD,255.67,255.75,244.29,246.65,7572.99,1888130.98,255.6389999999998,260.0154545454545,5.544204134155716
129,2015-04-09,BTCUSD,246.65,248.16,239.02,243.65,7620.34,1866760.32,255.44899999999978,258.24772727272716,5.514077408487385
130,2015-04-10,BTCUSD,243.65,244.95,232.35,235.86,11515.72,2739014.34,254.94599999999977,257.25454545454534,5.50105780838607
131,2015-04-11,BTCUSD,235.86,239.99,234.77,238.13,5674.99,1346765.36,254.12299999999976,256.00772727272715,5.4806009423483655
132,2015-04-12,BTCUSD,238.13,239.16,234.02,238.03,2547.14,605466.36,252.5149999999998,254.87681818181807,5.477136468223436
133,2015-04-13,BTCUSD,238.03,238.03,238.03,238.03,0.0,0.0,250.57499999999982,253.36590909090893,5.472400397172957
134,2015-04-14,BTCUSD,221.48,222.16,216.92,220.53,6154.67,1350697.93,247.1309999999998,251.00999999999985,5.403401477611234
135,2015-04-15,BTCUSD,220.53,224.24,218.09,223.88,8680.74,1926825.18,243.35499999999985,248.9977272727271,5.41272054773772
136,2015-04-16,BTCUSD,223.88,230.75,223.55,229.09,8410.1,1917082.96,240.12999999999982,248.12318181818165,5.441338533514116
137,2015-04-17,BTCUSD,229.09,230.08,220.46,223.5,7332.0,1651298.46,237.32699999999983,246.99499999999986,5.438430732707896
138,2015-04-18,BTCUSD,223.5,224.04,222.18,223.99,4391.09,980632.91,234.1559999999998,245.76999999999987,5.411828247622611
139,2015-04-19,BTCUSD,223.99,226.72,223.44,224.05,4596.85,1032611.44,232.0119999999998,244.48499999999987,5.423719424221983
140,2015-04-20,BTCUSD,224.05,227.45,223.45,225.04,7263.87,1635293.26,230.2619999999998,243.27818181818168,5.426934084457975
141,2015-04-21,BTCUSD,225.04,235.81,224.01,234.91,9587.36,2186765.77,229.84399999999982,242.63045454545443,5.463030070747102
142,2015-04-22,BTCUSD,234.91,238.6,232.78,234.0,7535.02,1777456.59,229.78799999999984,242.11318181818172,5.474792192297664
143,2015-04-23,BTCUSD,234.0,236.0,232.79,235.49,6497.28,1525938.82,229.5849999999998,241.55772727272716,5.463835480289397
144,2015-04-24,BTCUSD,235.49,236.93,230.12,232.38,5241.44,1221030.15,231.0619999999998,240.72545454545445,5.467768416767672
145,2015-04-25,BTCUSD,232.38,233.67,226.83,227.06,4981.45,1145582.4,232.00499999999982,239.64545454545444,5.453913532189728
146,2015-04-26,BTCUSD,227.06,227.91,215.56,220.5,9487.32,2088912.54,231.72099999999983,238.34136363636352,5.4289544659842175
147,2015-04-27,BTCUSD,220.5,231.11,218.78,227.2,11863.95,2644709.2,231.82399999999984,236.93727272727259,5.442897448835042
148,2015-04-28,BTCUSD,227.2,229.04,220.46,225.48,6931.74,1561834.34,232.32399999999984,235.39363636363623,5.433900315917676
149,2015-04-29,BTCUSD,225.48,227.3,220.2,225.91,6662.8,1500129.71,232.3819999999999,233.9931818181817,5.426274380856708
150,2015-04-30,BTCUSD,225.91,240.0,225.1,236.59,11339.46,2637970.11,233.6369999999999,233.27727272727262,5.480642609911139
151,2015-05-01,BTCUSD,236.59,238.78,234.0,234.01,9697.4,2287292.43,233.9339999999999,232.85090909090897,5.475546309058349
152,2015-05-02,BTCUSD,234.01,237.15,233.0,236.26,6357.79,1494958.02,233.78899999999993,232.49636363636353,5.468696530857176
153,2015-05-03,BTCUSD,236.26,242.97,234.26,240.63,5846.91,1401770.86,234.48599999999993,232.6318181818181,5.492941673771155
154,2015-05-04,BTCUSD,240.63,243.99,238.06,239.8,8777.83,2111461.68,235.19199999999992,232.85136363636354,5.497130938506861
155,2015-05-05,BTCUSD,239.8,240.0,232.0,236.18,8957.98,2113825.79,235.8249999999999,232.940909090909,5.480642609911139
156,2015-05-06,BTCUSD,236.18,237.87,228.38,230.89,7817.31,1833079.97,236.8209999999999,233.65499999999992,5.471727986525119
157,2015-05-07,BTCUSD,230.89,239.18,228.38,237.91,8772.45,2047519.36,237.62799999999987,234.33409090909083,5.477220090807642
158,2015-05-08,BTCUSD,237.91,247.06,236.35,244.65,8466.61,2053376.56,239.4299999999999,235.0754545454545,5.509634928179578
159,2015-05-09,BTCUSD,244.65,247.6,240.0,242.57,4988.6,1216454.58,241.45999999999987,235.87181818181816,5.511818248349967
160,2015-05-10,BTCUSD,242.57,244.89,239.63,241.25,5136.97,1244009.3,241.94899999999984,236.81954545454545,5.500812830268075
161,2015-05-11,BTCUSD,241.25,245.49,239.5,242.81,6124.37,1485289.47,242.6199999999998,237.67272727272723,5.50325991499014
162,2015-05-12,BTCUSD,242.81,243.4,240.37,242.81,6291.95,1523694.38,243.2449999999998,238.39772727272722,5.4947098765849605
163,2015-05-13,BTCUSD,242.81,244.13,235.54,237.56,10026.48,2424314.78,243.36099999999982,238.77590909090904,5.497704568343828
164,2015-05-14,BTCUSD,237.56,240.0,232.61,237.19,9610.34,2282852.03,242.96199999999982,238.83954545454537,5.480642609911139
165,2015-05-15,BTCUSD,237.19,239.0,236.89,237.84,9062.66,2155507.7,242.8619999999998,238.97590909090903,5.476467235692082
166,2015-05-16,BTCUSD,237.84,237.99,235.48,236.73,2924.1,694423.22,242.8739999999998,239.0240909090908,5.472232336893976
167,2015-05-17,BTCUSD,236.73,238.45,236.7,237.22,4789.15,1137258.26,242.8009999999998,239.24136363636353,5.474163326955074
168,2015-05-18,BTCUSD,237.22,237.89,231.66,233.28,7083.69,1672387.89,241.8839999999998,239.6949999999999,5.471812062586431
169,2015-05-19,BTCUSD,233.28,234.92,231.53,232.4,6946.41,1620675.86,240.61599999999981,239.86818181818174,5.459248702832796
170,2015-05-20,BTCUSD,232.4,235.0,232.31,234.25,7040.85,1646935.39,239.6269999999998,240.13909090909084,5.459589186551664
171,2015-05-21,BTCUSD,234.25,236.74,234.13,235.72,6111.71,1439629.32,238.75199999999978,240.56818181818173,5.466966169895401
172,2015-05-22,BTCUSD,235.72,242.0,235.11,240.34,7718.5,1842781.55,238.61199999999977,240.65909090909082,5.488941418308051
173,2015-05-23,BTCUSD,240.34,240.64,237.89,239.07,3813.89,913946.89,238.26299999999975,240.7436363636363,5.483305729121978
174,2015-05-24,BTCUSD,239.07,242.0,238.27,240.91,3367.15,809463.26,238.46299999999974,240.96409090909086,5.488941418308051
175,2015-05-25,BTCUSD,240.91,241.4,236.71,237.47,4028.06,961011.41,238.70299999999975,240.8927272727272,5.486458999144989
176,2015-05-26,BTCUSD,237.47,238.34,235.81,237.61,5950.51,1413734.29,238.73799999999974,240.63590909090905,5.473701907563125
177,2015-05-27,BTCUSD,237.61,238.75,236.02,237.74,6631.62,1574876.0,238.76799999999974,240.57909090909087,5.47542066241743
178,2015-05-28,BTCUSD,237.74,238.48,236.23,236.8,6001.17,1424107.73,238.82699999999977,240.6068181818181,5.474289131665279
179,2015-05-29,BTCUSD,236.8,237.68,235.01,236.94,6340.64,1501401.4,239.10299999999975,240.5386363636363,5.470928911189554
180,2015-05-30,BTCUSD,236.94,236.99,231.0,232.93,6210.73,1452783.12,239.30199999999977,240.080909090909,5.4680216242317154
181,2015-05-31,BTCUSD,232.93,233.94,229.55,229.88,5842.77,1356690.75,239.0219999999998,239.45999999999987,5.455068341589108
182,2015-06-01,BTCUSD,229.88,230.99,221.58,223.6,10155.63,2297810.41,237.92099999999982,238.82818181818166,5.442378080371871
183,2015-06-02,BTCUSD,223.6,226.68,221.84,225.25,8919.25,2004605.53,236.5249999999998,237.9731818181817,5.423542979462344
184,2015-06-03,BTCUSD,225.25,227.45,223.82,225.57,6835.7,1545211.59,235.0699999999998,237.2481818181817,5.426934084457975
185,2015-06-04,BTCUSD,225.57,226.07,223.56,224.31,6027.74,1357326.97,233.5369999999998,236.4272727272726,5.420848332176093
186,2015-06-05,BTCUSD,224.31,226.74,223.01,225.33,6580.07,1480504.08,232.37699999999978,235.8245454545453,5.4238076349284
187,2015-06-06,BTCUSD,225.33,225.61,224.27,225.02,3603.72,810800.67,231.0629999999998,235.21590909090892,5.4188114898609365
188,2015-06-07,BTCUSD,225.02,226.09,222.88,223.96,3526.44,791668.46,229.82399999999978,234.67499999999984,5.420936796496095
189,2015-06-08,BTCUSD,223.96,230.16,223.63,229.02,6883.72,1563988.82,229.0719999999998,234.29818181818166,5.43877837765235
190,2015-06-09,BTCUSD,229.02,232.06,228.31,229.74,6386.51,1469437.2,228.57899999999978,234.03318181818167,5.446999622858501
191,2015-06-10,BTCUSD,229.74,230.45,227.98,228.67,5957.23,1364629.91,228.22999999999973,233.82999999999984,5.440037578422579
192,2015-06-11,BTCUSD,228.67,230.92,228.67,229.62,5631.46,1293396.64,228.2229999999998,233.6445454545453,5.442074990819267
193,2015-06-12,BTCUSD,229.62,231.32,229.01,230.26,5860.99,1348481.27,228.6869999999998,233.39818181818165,5.443805695080715
194,2015-06-13,BTCUSD,230.26,233.33,228.79,233.18,3873.91,894580.62,229.2749999999998,233.00409090909076,5.452457428169276
195,2015-06-14,BTCUSD,233.18,235.0,232.53,233.6,2275.85,531824.81,230.1679999999998,232.7477272727271,5.459589186551664
196,2015-06-15,BTCUSD,233.6,238.5,233.6,237.47,5868.17,1387437.28,231.34399999999977,232.5886363636362,5.4743729926802684
197,2015-06-16,BTCUSD,237.47,253.26,236.01,251.93,10379.93,2534841.38,234.10899999999975,233.12772727272713,5.5344203517653545
198,2015-06-17,BTCUSD,251.93,259.46,247.0,248.37,10011.16,2522542.04,237.44599999999974,234.0877272727271,5.558606287154494
199,2015-06-18,BTCUSD,248.37,253.29,243.51,248.93,9547.55,2381350.7,239.75899999999973,234.74863636363622,5.5345388001720845
200,2015-06-19,BTCUSD,248.93,251.05,245.56,245.56,29810.11,7345446.99,241.65799999999976,235.31999999999988,5.525655839328134
201,2015-06-20,BTCUSD,246.57,246.99,246.56,246.67,60.42,14913.45,243.3119999999998,235.74318181818168,5.509351555858743
202,2015-06-21,BTCUSD,246.67,246.98,242.0,244.64,3757.23,918252.48,244.9179999999998,236.19727272727258,5.50931106754274
203,2015-06-22,BTCUSD,244.64,248.5,243.86,247.75,5446.03,1341811.14,246.6359999999998,236.85909090909078,5.5154465555167995
204,2015-06-23,BTCUSD,247.75,248.06,243.01,244.07,5335.17,1308791.02,248.10899999999978,237.63499999999988,5.513674361175228
205,2015-06-24,BTCUSD,244.07,244.92,239.51,240.89,5316.52,1287779.26,249.1009999999998,238.4640909090908,5.500935326828853
206,2015-06-25,BTCUSD,240.89,243.44,239.91,242.14,5700.06,1378705.69,249.5949999999998,239.19090909090895,5.494874201730783
207,2015-06-26,BTCUSD,242.14,243.1,239.91,243.0,6548.17,1583976.63,248.57899999999978,239.9649999999999,5.493476576524028
208,2015-06-27,BTCUSD,243.0,252.22,242.3,251.67,5216.6,1287890.03,247.85499999999973,241.12318181818173,5.530305442502715
209,2015-06-28,BTCUSD,251.67,252.0,247.51,249.79,4432.28,1107853.74,247.72599999999974,242.3227272727272,5.52943280689943
210,2015-06-29,BTCUSD,249.79,257.99,249.09,257.57,10217.24,2597519.75,248.4199999999997,243.7727272727272,5.552924559670316
211,2015-06-30,BTCUSD,257.35,269.39,255.91,264.94,11626.26,3057480.55,250.6599999999997,245.55590909090904,5.59616390803731
212,2015-07-01,BTCUSD,264.94,265.45,255.12,257.97,8150.38,2117515.44,252.5069999999997,247.07363636363627,5.58143025339391
213,2015-07-02,BTCUSD,257.97,262.0,253.0,255.22,6288.44,1618502.64,253.8569999999997,248.50772727272718,5.568348249325681
214,2015-07-03,BTCUSD,255.22,257.37,252.77,256.36,4850.58,1238894.58,254.7879999999997,249.70999999999992,5.55051847182432
